name,anime_id,type,episodes,rating,members
Minami-ke Betsubara,5713,OVA,1,7.57,21534
Nisekoi OVA,24227,OVA,3,7.57,65287
Nodame Cantabile OVA,6187,OVA,1,7.57,17667
Paniponi Dash!,490,TV,26,7.57,38532
Rozen Maiden,64,TV,12,7.57,128688
Saki,5671,TV,25,7.57,55970
Sengoku Basara,5355,TV,12,7.57,93940
Shashinkan,20671,Movie,1,7.57,1910
Super GALS! Kotobuki Ran,1728,TV,52,7.57,10369
The Big O,567,TV,26,7.57,45843
Top wo Nerae! &amp; Top wo Nerae 2! Gattai Movie!!,1911,Movie,2,7.57,8079
Yu☆Gi☆Oh! Duel Monsters,481,TV,224,7.57,132099
Aria The Natural: Sono Futatabi Deaeru Kiseki ni...,5244,Special,1,7.56,10069
Carnival Phantasm EX Season,12187,OVA,1,7.56,22955
Charlotte: Tsuyoi Monotachi,31553,Special,1,7.56,39137
City Hunter: The Secret Service,1477,Special,1,7.56,2956
Date A Live Movie: Mayuri Judgment,24655,Movie,1,7.56,48673
Detective Conan OVA 06: Follow the Vanished Diamond! Conan &amp; Heiji vs. Kid!,1368,OVA,1,7.56,8436
Doraemon Movie 26: Nobita no Kyouryuu 2006,2392,Movie,1,7.56,2262
Genshiken Nidaime,18465,TV,13,7.56,29952
Gokinjo Monogatari,852,TV,50,7.56,7279
Hetalia Axis Powers Fan Disc,9865,OVA,3,7.56,8070
Higashi no Eden: Falling Down,6399,Music,1,7.56,9881
Higurashi no Naku Koro ni Rei,3652,OVA,5,7.56,99463
Kara no Kyoukai: Mirai Fukuin - Extra Chorus,22763,Special,1,7.56,14891
Keroro Gunsou Movie 4: Gekishin Dragon Warriors de Arimasu!,5710,Movie,1,7.56,2048
Mobile Suit Gundam II: Soldiers of Sorrow,1091,Movie,1,7.56,11325
Momoko  Kaeru no Uta ga Kikoeru yo.,7877,Movie,1,7.56,1113
Nihon Animator Mihonichi,28149,ONA,35,7.56,16942
Orange: Mirai,34136,Movie,1,7.56,29969
Saiyuuki Reload Gunlock,131,TV,26,7.56,11233
Simoun,879,TV,26,7.56,24664
Sugar Sugar Rune,1642,TV,51,7.56,16484
Tanoshii Muumin Ikka Bouken Nikki,5712,TV,26,7.56,2740
Tasogare Otome x Amnesia: Taima Otome,14189,Special,1,7.56,38176
Tenshi no Tamago,885,OVA,1,7.56,35634
Tetsuwan Birdy Decode,3974,TV,13,7.56,50384
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,9047,OVA,1,7.56,37609
Waga Seishun no Arcadia: Mugen Kidou SSX,2203,TV,22,7.56,2587
X,156,TV,24,7.56,51004
Zipang,29,TV,26,7.56,8630
AKB0048,12149,TV,13,7.55,37763
Aoki Hagane no Arpeggio: Ars Nova,18893,TV,12,7.55,84708
Blood Lad,11633,TV,10,7.55,241513
Captain Harlock,17269,Movie,1,7.56,25484
City Hunter: Hyakuman Dollar no Inbou,1476,OVA,1,7.55,2881
Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara,15201,Movie,1,7.55,39669
Danna ga Nani wo Itteiru ka Wakaranai Ken,26349,TV,13,7.55,122271
Date A Live: Date to Date,17641,OVA,1,7.55,68328
Dragon Ball Z Movie 15: Fukkatsu no F,25389,Movie,1,7.55,41051
ef: A Tale of Memories. - Recollections,6783,Special,1,7.55,9125
Fairy Tail OVA (2016),32930,OVA,3,7.55,19464
Full Metal Panic! The Second Raid Episode 000,6291,Special,1,7.55,25423
God Eater,27631,TV,13,7.55,192433
Gunslinger Girl,134,TV,13,7.55,106865
Hi no Ame ga Furu,5929,Movie,1,7.55,513
Himouto! Umaru-chan,28825,TV,12,7.55,158041
Hokuto no Ken Zero: Kenshirou Den,5291,Movie,1,7.55,4278
Joshiraku,12679,TV,13,7.55,51084
Kaichou wa Maid-sama!: Omake dayo!,9366,Special,1,7.55,52752
Kaikan Phrase,1021,TV,44,7.55,8142
Kuroshitsuji II,6707,TV,12,7.55,234955
Lodoss-tou Senki,207,OVA,13,7.55,28462
Lupin III: Otakara Henkyaku Daisakusen!!,1424,Special,1,7.55,2871
Maria-sama ga Miteru Specials,3468,Special,7,7.55,6085
Masuda Kousuke Gekijou Gag Manga Biyori 2,2518,TV,12,7.55,1846
Mobile Suit Gundam Seed Destiny Final Plus: The Chosen Future,1241,OVA,1,7.55,16102
Mobile Suit Gundam Unicorn RE:0096,32792,TV,22,7.56,9767
One Piece: Romance Dawn Story,5252,OVA,1,7.55,21306
Ore no Nounai Sentakushi ga  Gakuen Love Comedy wo Zenryoku de Jama Shiteiru,19221,TV,10,7.55,179569
RahXephon,165,TV,26,7.55,66751
Shinryaku!! Ika Musume,13267,OVA,3,7.55,13456
Sunabouzu,25,TV,24,7.55,65516
Tegamibachi: Hikari to Ao no Gensou Yawa,5538,Special,1,7.55,10903
Tonari no Seki-kun Specials,24365,Special,2,7.55,14248
True Tears,2129,TV,13,7.55,118644
&quot;Bungaku Shoujo&quot; Memoire,8481,OVA,3,7.54,18013
Bobobo-bo Bo-bobo,1050,TV,76,7.54,39041
Bokura ga Ita,1222,TV,26,7.54,125051
Chou Denji Machine Voltes V,1069,TV,40,7.54,3201
Chouyaku Hyakuninisshu: Uta Koi.,13349,TV,13,7.54,15661
Code Geass: Boukoku no Akito 2 - Hikisakareshi Yokuryuu Picture Drama,23359,Special,1,7.54,7542
Date A Live,15583,TV,12,7.54,301358
Doraemon Movie 28: Nobita to Midori no Kyojin Den,5096,Movie,1,7.54,1651
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Goku ga Yaraneba Dare ga Yaru,906,Movie,1,7.54,50607
Fairy Tail x Rave,18393,OVA,1,7.54,51844
Future GPX Cyber Formula,1391,TV,37,7.54,2707
Hime-chan no Ribbon,2037,TV,61,7.54,3589
Hokuto no Ken: Raoh Gaiden Junai-hen,1773,Movie,1,7.54,4907
Initial D Extra Stage 2,5228,OVA,1,7.54,11468
Karas,389,OVA,6,7.54,44108
Nanatsu no Umi no Tico,3199,TV,39,7.54,2123
Ookiku Furikabutte: Natsu no Taikai-hen Special,9124,Special,1,7.54,4786
Puchi Puri Yuushi,327,TV,26,7.54,8030
Saiyuuki Reload,130,TV,25,7.54,16298
Shigurui,2216,TV,12,7.54,50091
Super Lovers,31680,TV,10,7.54,36781
Tamayura: More Aggressive,15731,TV,12,7.54,10901
Tenchi Muyou!,696,TV,26,7.54,38372
Tiger &amp; Bunny Movie 1: The Beginning,12015,Movie,1,7.54,13716
Toradora!: Bentou no Gokui,11553,Special,1,7.54,71433
Vandread: The Second Stage,181,TV,13,7.54,36264
Wangan Midnight,2608,TV,26,7.54,10058
Aoki Densetsu Shoot!,1327,TV,58,7.53,6937
Ashita no Joe 2 (Movie),2922,Movie,1,7.53,1396
Cowboy Bebop: Yose Atsume Blues,4037,Special,1,7.53,19565
Gundam Build Fighters Try,24625,TV,25,7.53,17946
Hiyokoi,8768,Special,1,7.53,51072
Hoshi no Koe,256,OVA,1,7.53,85492
Kamisama no Inai Nichiyoubi,16009,TV,12,7.53,122031
Magic Knight Rayearth,435,TV,20,7.53,34141
Mayo Chiki!,10110,TV,13,7.53,192219
Naruto: Shippuuden Movie 4 - The Lost Tower,8246,Movie,1,7.53,84527
Nitaboh,1203,Movie,1,7.53,4413
Pale Cocoon,770,OVA,1,7.53,44030
Sankarea,11499,TV,12,7.53,222657
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,29786,TV,12,7.53,193822
Shin Chou Kyou Ryo: Condor Hero,959,TV,26,7.53,4777
Towa no Quon 1: Utakata no Kaben,10294,Movie,1,7.53,33550
Towa no Quon 2: Konton no Ranbu,10713,Movie,1,7.53,20132
Trinity Seven OVA,28285,OVA,1,7.53,38197
UN-GO,10798,TV,11,7.53,84499
Uta no☆Prince-sama♪ Maji Love 2000%,12711,TV,13,7.53,61551
Vampire Knight Guilty,4752,TV,13,7.53,198492
Whistle!,183,TV,39,7.53,8040
Yomigaeru Sora: Rescue Wings,798,TV,12,7.53,6871
Yu☆Gi☆Oh!: The Dark Side of Dimensions,28771,Movie,1,7.53,10263
Angel Densetsu,5251,OVA,2,7.52,10795
Black Cat,68,TV,23,7.52,150512
Flanders no Inu,2553,TV,52,7.52,2411
Fuse: Teppou Musume no Torimonochou,13335,Movie,1,7.52,13412
Future GPX Cyber Formula 11,1392,OVA,6,7.52,1116
Ghost in the Shell: Arise - Border:3 Ghost Tears,19193,Movie,1,7.52,21648
Glass no Kamen,506,TV,23,7.52,4218
Harmonie,20903,Movie,1,7.52,29029
Kamikaze Kaitou Jeanne,142,TV,44,7.52,31081
Kanojo to Kanojo no Neko,1004,OVA,1,7.52,53463
Kowarekake no Orgel (Movie),10918,Movie,1,7.52,9404
Kure-nai,3358,TV,12,7.52,59099
Mahou Shoujo Lyrical Nanoha,76,TV,13,7.52,62582
Monster Musume no Iru Nichijou OVA,32698,OVA,2,7.52,13248
Nanatsu no Taizai: Seisen no Shirushi,31722,TV,4,7.52,81154
Nijiiro Days,31414,TV,24,7.52,57920
Ojamajo Doremi Dokkaan!,353,TV,51,7.52,5971
Oruchuban Ebichu,1060,TV,24,7.52,21109
Otona Joshi no Anime Time,10178,Special,4,7.52,11268
Outbreak Company,19369,TV,12,7.52,131520
Persona 4 the Animation: The Factor of Hope,14267,Movie,1,7.52,10757
Pokemon XY,19291,TV,93,7.52,30722
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,792,Movie,1,7.52,12418
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,3674,Special,1,7.52,12097
Scrapped Princess,167,TV,24,7.52,54575
Seitokai no Ichizon,5909,TV,12,7.52,110470
Selector Spread WIXOSS,24037,TV,12,7.52,42918
Slayers Evolution-R,5233,TV,13,7.52,20508
Taiho Shichau zo: Second Season,2014,TV,26,7.52,5387
Tales of Zestiria: Doushi no Yoake,24459,Special,1,7.52,23484
Tenchi Muyou! in Love,1006,Movie,1,7.52,14318
Tokyo Ghoul √A,27899,TV,12,7.52,408357
Yu☆Gi☆Oh! 5D&#039;s,3972,TV,154,7.52,47119
Yuuki Yuuna wa Yuusha de Aru,25519,TV,12,7.52,59192
Ajin Part 2: Shoutotsu,30869,Movie,1,7.51,11377
Busou Renkin,1536,TV,26,7.51,104607
City Hunter: Bay City Wars,1475,Movie,1,7.51,2969
Detective Conan Bonus File: Fantasista Flower,13837,OVA,1,7.51,4596
Detective Conan OVA 11: A Secret Order from London,10703,OVA,1,7.51,5985
Doraemon Movie 05: Nobita no Makai Daibouken,2672,Movie,1,7.51,1321
Garo: Honoo no Kokuin,23311,TV,24,7.51,64214
Hidamari Sketch,1852,TV,12,7.51,42998
Honoo no Toukyuuji: Dodge Danpei,2228,TV,47,7.51,2214
Joshiraku OVA,15591,OVA,1,7.51,9358
Kamichama Karin,1808,TV,26,7.51,30747
Kamichu!,489,TV,12,7.51,33053
Little Nemo,2286,Movie,1,7.51,4886
Maria-sama ga Miteru 3rd Specials,2954,Special,5,7.51,5072
Maria-sama ga Miteru: Haru Specials,3469,Special,6,7.51,5554
Mirai Nikki,8460,OVA,1,7.51,114217
Moonlight Mile 2nd Season: Touch Down,2929,TV,14,7.51,2758
Neon Genesis Evangelion: Death &amp; Rebirth,31,Movie,1,7.51,102093
Oban Star-Racers,1212,TV,26,7.51,24156
Papa no Iukoto wo Kikinasai!,11179,TV,12,7.51,97674
Raiyantsuuri no Uta,9959,Movie,1,7.51,465
Rurouni Kenshin Special,12067,Special,1,7.51,9173
Sakigake!! Otokojuku,2903,TV,34,7.51,4740
Sentou Mecha Xabungle,2254,TV,50,7.51,1518
Shin Chou Kyou Ryo: Condor Hero II,960,TV,26,7.51,2151
Taiho Shichau zo,1577,OVA,4,7.51,8557
To LOVE-Ru OVA,5667,OVA,6,7.51,79923
Winter Sonata,4189,TV,26,7.51,13582
WWW.Working!!,33094,TV,13,7.51,40779
Yama no Susume Second Season,21435,TV,24,7.51,11413
Another: The Other - Inga,11701,OVA,1,7.50,86261
Bartender,1589,TV,11,7.50,44394
Cheburashka,9340,Movie,1,7.50,545
Chi&#039;s Sweet Home OVA,7972,OVA,1,7.50,4852
Cinderella Monogatari,2817,TV,26,7.50,3560
Date A Live II,19163,TV,10,7.50,186187
Dotto Koni-chan,1684,TV,26,7.50,1397
Fullmetal Alchemist: The Sacred Star of Milos,9135,Movie,1,7.50,87944
Gangsta.,25183,TV,12,7.50,210752
Gatchaman Crowds: Embrace,23703,Special,1,7.50,10757
Ghost in the Shell: Stand Alone Complex - Tachikoma na Hibi (TV),10870,TV,12,7.50,7582
Hadashi no Gen 2,1825,Movie,1,7.50,4910
Hetalia: The World Twinkle Specials,31158,Special,3,7.50,2505
Hibike! Euphonium: Kakedasu Monaka,31665,Special,1,7.50,17770
Karakuri Zoushi Ayatsuri Sakon,2204,TV,26,7.50,6197
Kaze no Stigma,1691,TV,24,7.50,205338
Kindaichi Shounen no Jikenbo Returns 2nd Season,31227,TV,22,7.50,3676
Kono Bijutsubu ni wa Mondai ga Aru!,31952,TV,12,7.50,69088
Lupin III: Part III,1426,TV,50,7.50,6883
Mardock Scramble: The Second Combustion,10624,Movie,1,7.50,23866
Marmalade Boy Movie,520,Movie,1,7.50,5641
Mnemosyne: Mnemosyne no Musume-tachi,3342,TV,6,7.50,96092
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,6325,Movie,1,7.50,83515
Nisekoi:,27787,TV,12,7.50,180686
Nodame Cantabile Special,3965,Special,1,7.50,19570
One Piece: Adventure of Nebulandia,32051,Special,1,7.50,9777
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,1010,Movie,1,7.50,9597
Sakasama no Patema: Beginning of the Day,13429,Special,4,7.50,16933
Seikai no Senki Special,399,Special,1,7.50,2216
Tengen Toppa Gurren Lagann Movie: Lagann-hen Special - Viral no Amai Yume,5947,OVA,1,7.50,19219
Uchuu Show e Youkoso,8115,Movie,1,7.50,11368
Yuu☆Yuu☆Hakusho: Eizou Hakusho II,2126,OVA,4,7.50,6166
Baka to Test to Shoukanjuu Specials,7870,Special,6,7.49,29923
Ben-To,10396,TV,12,7.49,146570
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,16592,TV,13,7.49,298550
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,29067,TV,13,7.49,73285
Doraemon,501,TV,26,7.49,9366
Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,17535,Special,1,7.49,34230
Inazuma Eleven: Saikyou Gundan Ogre Shuurai,9032,Movie,1,7.49,6392
Kaze no Shoujo Emily,1878,TV,26,7.49,2881
Kowarekake no Orgel,9213,OVA,1,7.49,24876
Love Lab,16353,TV,13,7.49,79493
Love Live! School Idol Project 2nd Season Recap,30829,OVA,1,7.50,3213
Mai-Otome 0: S.ifr,3268,OVA,3,7.49,11171
Maison Ikkoku: Kanketsu-hen,2460,Movie,1,7.49,3109
Mazinger Z,2253,TV,92,7.49,5746
One Piece: Mamore! Saigo no Dai Butai,1238,Special,1,7.49,16495
Ore no Imouto ga Konnani Kawaii Wake ga Nai,8769,TV,12,7.49,321477
Pandora Hearts Specials,6896,Special,9,7.49,32103
Qin Shiming Yue Zhi: Zhu Zi Bai Jia,11835,TV,34,7.49,369
Saki Zenkoku-hen,16123,TV,13,7.49,19010
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,30187,TV,12,7.49,99665
Senyuu.,15751,TV,13,7.49,56815
Shakugan no Shana S,6572,OVA,4,7.49,53129
Soukou Kihei Votoms: Red Shoulder Document - Yabou no Roots,2585,OVA,1,7.49,2049
Soukyuu no Fafner: Right of Left - Single Program,560,Special,1,7.49,9482
Strike Witches: Operation Victory Arrow,23725,OVA,3,7.49,11203
Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou  Nanode,21737,Special,1,7.49,2770
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,1146,OVA,1,7.49,8812
Tibet Inu Monogatari,10629,Movie,1,7.49,2647
Time Travel Tondekeman!,2820,TV,39,7.49,957
Uchuu no Stellvia,113,TV,26,7.49,15471
Yokoyama Mitsuteru Sangokushi,970,TV,47,7.49,2849
Yowamushi Pedal: Special Ride,18177,OVA,1,7.49,10737
Ai no Wakakusa Monogatari,2548,TV,48,7.48,3334
Air,101,TV,13,7.48,188861
Akazukin Chacha,103,TV,74,7.48,7581
Carnival Phantasm: HibiChika Special,15927,Special,1,7.48,14893
Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,3744,Movie,1,7.48,1478
Deadman Wonderland,6880,TV,12,7.48,453454
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,484,Movie,1,7.48,6442
Ginban Kaleidoscope,476,TV,12,7.48,29837
GJ-bu,14811,TV,12,7.48,83838
Gokusen,242,TV,13,7.48,22009
Happy Birthday: Inochi Kagayaku Toki,9931,Movie,1,7.48,1356
Honobono Log,33241,TV,10,7.48,9053
Huyao Xiao Hongniang,31499,ONA,13,7.48,2696
Ikoku Meiro no Croisée The Animation,9938,TV,12,7.48,38652
Initial D Extra Stage,822,OVA,2,7.48,15363
Keroro Gunsou Movie 2: Shinkai no Princess de Arimasu!,2408,Movie,1,7.48,2941
Kimikiss Pure Rouge,2927,TV,24,7.48,58211
Little Busters!: Sekai no Saitou wa Ore ga Mamoru!,17643,OVA,1,7.48,17204
Lupin III: Kutabare! Nostradamus,1419,Movie,1,7.48,4383
Maria-sama ga Miteru,158,TV,13,7.48,33989
Prince of Tennis: A Day on Survival Mountain,1190,OVA,1,7.48,11817
Re:␣Hamatora,23421,TV,12,7.48,73903
Ristorante Paradiso,5984,TV,11,7.48,22229
Seitokai no Ichizon Lv.2,10464,ONA,10,7.48,41169
Sengoku Basara Two: Ryuko  Itadaki no Chikai! Atsuki Mirai e Kakeru Tamashii!!,10483,Special,1,7.47,4955
Shigofumi Special,4715,Special,1,7.48,11797
Shin Getter Robo,2978,OVA,13,7.48,4603
Soredemo Machi wa Mawatteiru,8726,TV,12,7.48,31906
Tokimeki Tonight,3125,TV,34,7.48,3057
Yankee-kun na Yamada-kun to Megane-chan to Majo,30641,Special,1,7.48,7170
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,24591,Movie,1,7.48,1034
Yowamushi Pedal: Re:RIDE,25755,Movie,1,7.48,4749
Yowamushi Pedal: Re:ROAD,30790,Movie,1,7.48,3088
Yuu☆Yuu☆Hakusho: Eizou Hakusho,2125,OVA,2,7.48,6352
Zoids,763,TV,67,7.48,27614
Air in Summer,656,Special,2,7.47,29514
Appleseed Saga Ex Machina,2969,Movie,1,7.47,28365
Asura Cryin&#039; 2,6676,TV,13,7.47,43725
Cross Ange: Tenshi to Ryuu no Rondo,25731,TV,25,7.47,75807
D-Frag! OVA,23383,OVA,1,7.47,28116
Detective Conan Magic File 5: Niigata - Tokyo Omiyage Capriccio,10531,OVA,1,7.47,5369
Doraemon Movie 25: Nobita no Wan Nyan Jikuuden,2656,Movie,1,7.47,1269
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,15925,Movie,1,7.47,787
Fate/kaleid liner Prisma☆Illya 2wei!,20509,TV,10,7.47,56859
Futatsu no Spica,344,TV,20,7.47,5894
Gatchaman Crowds,18229,TV,12,7.47,107513
Gatchaman Crowds Insight,21039,TV,12,7.47,41220
Grisaia no Meikyuu Special,31324,Special,1,7.47,16648
Hakushaku to Yousei,4551,TV,12,7.47,63915
Hana to Alice: Satsujin Jiken,27969,Movie,1,7.47,9766
Hetalia Axis Powers Movie: Paint it  White,7337,Movie,1,7.47,36986
High School DxD OVA,12729,OVA,2,7.47,91154
Hitsugi no Chaika,20853,TV,12,7.47,164510
JoJo no Kimyou na Bouken,666,OVA,6,7.47,24523
Kuroko no Basket: Oshaberi Demo Shimasen ka,29583,Special,1,7.47,8011
Legend of Basara,633,TV,13,7.47,6033
Legendz: Yomigaeru Ryuuou Densetsu,1590,TV,50,7.47,1370
Lupin III: Walther P-38,1439,Special,1,7.47,3134
Macross F Music Clip Shuu: Nyankuri,10050,Music,1,7.47,3010
Mazinkaiser,1064,OVA,7,7.47,4681
Mei to Koneko Bus,2488,Special,1,7.47,7714
Minami-ke Omatase,14575,OVA,1,7.47,15050
Mobile Suit Gundam 0083: Stardust Memory,84,OVA,13,7.47,20238
Mushibugyou,17505,TV,26,7.47,40155
Nerima Daikon Brothers,1655,TV,12,7.47,5374
Ookami Shoujo to Kuro Ouji,23673,TV,12,7.47,145439
Precure All Stars Movie New Stage 3: Eien no Tomodachi,21031,Movie,1,7.47,1570
Prince of Tennis: The Two Samurai  The First Game,815,Movie,1,7.47,14249
Saiyuuki Gaiden: Tokubetsu-hen - Kouga no Shou,17137,OVA,1,7.47,1313
Shinrei Tantei Yakumo,7662,TV,13,7.47,78952
Sketchbook: Full Color&#039;s,2942,TV,13,7.47,17360
Slam Dunk (Movie),1764,Movie,1,7.47,8750
Slayers Special,1170,OVA,3,7.47,12820
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,1081,OVA,13,7.47,3499
Tales of the Abyss,4884,TV,26,7.47,74901
Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,3352,Special,1,7.47,24618
Tonari no Seki-kun OVA,20977,OVA,1,7.47,20774
Toshokan Sensou: Koi no Shougai,5332,Special,1,7.47,6581
Wagamama☆Fairy Mirumo de Pon!,1744,TV,172,7.47,8713
Yozakura Quartet: Hoshi no Umi,8457,OVA,3,7.47,22065
Zegapain,878,TV,26,7.47,20644
Zettai Karen Children,4038,TV,51,7.47,25876
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai,31245,Movie,1,7.47,35058
Afro Samurai: Resurrection,4970,Movie,1,7.46,51064
Cardcaptor Sakura: Leave It to Kero-chan,1078,Movie,1,7.46,20410
Chiisana Pengin: Lolo no Bouken,4138,OVA,3,7.46,1459
Dogs: Bullets &amp; Carnage,5593,OVA,4,7.46,44826
Doraemon Movie 07: Nobita to Tetsujin Heidan,2665,Movie,1,7.46,1272
Doraemon Movie 15: Nobita to Mugen Sankenshi,2676,Movie,1,7.46,1204
Final Fantasy VII: Last Order,408,OVA,1,7.46,48041
Fukigen na Mononokean,32696,TV,13,7.46,44786
Grappler Baki: Saidai Tournament-hen,551,TV,24,7.46,13584
Handa-kun,32648,TV,12,7.46,69621
Hentai Ouji to Warawanai Neko.,15225,TV,12,7.46,201735
Highschool of the Dead,8074,TV,12,7.46,535892
Higurashi no Naku Koro ni Kai Specials,6064,Special,24,7.46,28216
Kurau Phantom Memory,483,TV,24,7.46,17463
Mahou Sensei Negima! Mou Hitotsu no Sekai Extra: Mahou Shoujo Yue,10628,OVA,1,7.46,5091
Meitantei Holmes,1972,TV,26,7.46,3985
Miracle Giants Doumu-kun,5273,TV,49,7.46,680
Mobile Police Patlabor,1288,OVA,7,7.46,8516
Mobile Suit Gundam Seed Special Edition,2269,Special,3,7.46,7118
Nekojiru-sou,601,OVA,1,7.46,34568
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,465,Movie,1,7.46,33028
Pokemon: Maboroshi no Pokemon Lugia Bakutan,1117,Movie,1,7.46,78876
Prince of Tennis: Pairpuri,10862,Special,8,7.46,3315
Rec,710,TV,9,7.46,68951
Rurouni Kenshin Recap,10334,Special,1,7.46,4527
Sabagebu!,20709,TV,12,7.46,67306
Senki Zesshou Symphogear G: In the Distance  That Day  When the Star Became Music...,15793,TV,13,7.46,25750
Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist.,21573,TV,13,7.46,17466
Shakugan no Shana Movie,1815,Movie,1,7.46,43962
Smile Precure! Movie: Ehon no Naka wa Minna Chiguhagu!,15307,Movie,1,7.46,2123
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,8098,Movie,1,7.46,8266
Speed Grapher,198,TV,24,7.46,64627
Suisei no Gargantia: Meguru Kouro  Haruka,23319,OVA,2,7.46,20151
Uta no☆Prince-sama♪ Maji Love 2000%: Shining Star Xmas,19251,Special,1,7.46,13903
Yawara! Special: Zutto Kimi no Koto ga... .,2009,Special,1,7.46,855
Aa! Megami-sama! (2011),9611,OVA,3,7.45,12872
Aa! Megami-sama! (TV),50,TV,24,7.45,96694
Amanchu!,31771,TV,12,7.45,40481
Bamboo Blade,2986,TV,26,7.45,61649
Bishoujo Senshi Sailor Moon SuperS Special,3076,Special,3,7.45,12317
Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki,1373,Special,4,7.45,3174
Captain Tsubasa: Road to 2002,1614,TV,52,7.45,19746
Cuticle Tantei Inaba,15109,TV,12,7.45,50019
Fresh Precure!,5684,TV,50,7.45,7004
Fullmetal Alchemist: Premium Collection,908,OVA,3,7.45,44313
Fushigiboshi no☆Futagohime,505,TV,51,7.45,5074
Ginga Kikoutai Majestic Prince,15863,TV,24,7.45,35196
Groove Adventure Rave,246,TV,51,7.45,56353
Hakuouki Reimeiroku Tokuten Disc,18835,OVA,2,7.46,2178
Hanamaru Youchien,6574,TV,12,7.45,40243
Hatsukoi Limited,5150,TV,12,7.45,54796
High School DxD New: Oppai  Tsutsumimasu!,30300,OVA,1,7.45,41436
High School! Kimengumi,714,TV,86,7.45,1316
Hikaru no Go: New Year Special,2336,Special,1,7.45,7418
Hokuto no Ken: Toki-den,4312,OVA,1,7.45,3662
Inazuma Eleven Go: Chrono Stone,13261,TV,51,7.45,11939
Keroro Gunsou Movie 1,2407,Movie,1,7.45,3606
Mahoraba: Heartful days,519,TV,26,7.45,16764
Midori no Hibi,330,TV,13,7.45,87938
Natsu no Arashi! Akinaichuu,6712,TV,13,7.45,12088
Ookami Shoujo to Kuro Ouji OVA,28299,OVA,1,7.45,19592
Papa no Iukoto wo Kikinasai! OVA,17875,OVA,2,7.45,19904
Potemayo Specials,3292,Special,6,7.45,2975
s.CRY.ed,168,TV,26,7.45,52784
Saber Marionette J,573,TV,25,7.45,17561
Saint Seiya: Soushuuhen,6153,Special,1,7.45,4031
Sayonara Ginga Tetsudou 999: Andromeda Shuuchakueki,1302,Movie,1,7.45,4199
Shikabane Hime: Kuro,5034,TV,12,7.45,46709
Shin Taketori Monogatari: 1000-nen Joou,1548,TV,42,7.45,1805
Shoukoushi Cedie,2555,TV,43,7.45,1501
Shuangsheng Lingtan,33969,ONA,20,7.45,1227
Steamboy,565,Movie,1,7.45,40812
Steins;Gate: Soumei Eichi no Cognitive Computing,27957,ONA,4,7.45,34426
Strawberry Panic,855,TV,26,7.45,72790
Tiger Mask Nisei,5832,TV,33,7.45,2225
Yes! Precure 5 GoGo! Movie: Okashi no Kuni no Happy Birthday,4703,Movie,1,7.45,2210
Yowamushi Pedal: Spare Bike,33302,Movie,1,7.45,4009
Yuyushiki,15911,TV,12,7.45,50351
Zoids Shinseiki/Zero,764,TV,26,7.45,16381
Beelzebub Specials,10479,Special,16,7.44,9834
Bishoujo Senshi Sailor Moon Memorial,8756,OVA,5,7.44,7981
Black Bullet,20787,TV,13,7.44,320267
Brigadoon: Marin to Melan,1450,TV,26,7.44,5636
C: The Money of Soul and Possibility Control,10163,TV,11,7.44,156853
Doraemon: Obaachan no Omoide,2649,Movie,1,7.44,835
